_,Id,CreatedDate,ProductLR__r,ProductLR__r.Url_Name__c,Petition_Type__c,Status,Petition_Details__r,Petition_Details__r.Content_Type__c,Petition_Details__r.Recommended_Category__c,Description,IsContentProfane__c,IsProfane__c,Category__c,Reason__c
[Case],500TV00000uBnOZYA0,2026-03-07T17:22:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,@Dreckzyz,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKJWKYA4,2026-03-10T15:16:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,OMAEKAOBUSUSUGI,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK7DSYA0,2026-03-10T12:42:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,dondokoMAN1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHWZeYAO,2026-03-09T19:08:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE3QwYAK,2026-03-08T15:57:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tacopi_tuesday,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHWfzYAG,2026-03-09T17:31:37.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,RicRic-666-,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHWgBYAW,2026-03-09T19:41:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDS2UYAW,2026-03-08T10:29:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Free Palestine!!!,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEBJjYAO,2026-03-08T18:05:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GBC,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJ5qDYAS,2026-03-10T02:17:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PBS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDnm6YAC,2026-03-08T14:03:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,APEX156日目,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHX0vYAG,2026-03-09T17:10:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Yu-Uu_35,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKZvyYAG,2026-03-10T15:13:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,オステオポンチン,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMiByYAK,2026-03-11T01:58:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Bonni3Blu36034,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKCUfYAO,2026-03-10T12:52:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,XxAV3NIOUSxX,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDnpBYAS,2026-03-08T13:54:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,polquintana_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHXQqYAO,2026-03-09T17:55:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,B2L_Melo,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1GIYA0,2026-03-09T09:53:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,iaintnosimppp,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJaJDYA0,2026-03-10T08:29:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,oy4qgpqi9a83,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEzeeYAC,2026-03-09T01:34:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Dx3Cubed,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDvgQYAS,2026-03-08T14:28:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,RNM,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB3DkYAK,2026-03-07T12:11:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,plaqiywypz79,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC8rMYAS,2026-03-07T21:13:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,JUDE,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD0rgYAC,2026-03-08T04:41:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1HsYAK,2026-03-09T10:12:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,アニサキス,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDnu4YAC,2026-03-08T12:41:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,QBQB,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB8dKYAS,2026-03-07T12:06:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,!@#$%^&*(),FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHXxAYAW,2026-03-09T18:47:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,IDONTKNOWMANWTF,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHY3YYAW,2026-03-09T18:27:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,LJT李金涛（接单）,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDnu5YAC,2026-03-08T12:42:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Kururu-rouge05,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5pWYAS,2026-03-08T17:01:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,X_旧Twitter_りとぅ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBKKxYAO,2026-03-07T12:28:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,poposuke55,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uL2pnYAC,2026-03-10T16:10:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,FarfadetMalicieuremplidespieglri,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC19vYAC,2026-03-07T19:52:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,OIO,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMyDNYA0,2026-03-11T03:59:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,ZAKO,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHYbLYAW,2026-03-09T17:20:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,WingMen45dmG_TTOK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDS6LYAW,2026-03-08T08:41:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,m_41_hendrix,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKllsYAC,2026-03-10T16:16:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,yuto_0910_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHYtGYAW,2026-03-09T19:28:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,823288594,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKQcWYAW,2026-03-10T13:34:18.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Lowe_Aut0Aim,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBksOYAS,2026-03-07T19:15:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ざこどけ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK7A6YAK,2026-03-10T11:53:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Goonpro3500,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJ5lPYAS,2026-03-10T03:15:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Comcisentis,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1PrYAK,2026-03-09T10:03:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,@ooo0yzal0ooo,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHZMGYA4,2026-03-09T18:12:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Azycraa Xim,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCspSYAS,2026-03-08T05:19:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,TikTokerゆうちゃん,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMUaOYAW,2026-03-11T01:35:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Ahmed.Saed.Egypt,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKc1AYAS,2026-03-10T15:33:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,happy-icchi-_-i,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFc9yYAC,2026-03-09T07:40:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,R^2_D(!_#),FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHa0QYAS,2026-03-09T17:22:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,YMT,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDGWYYA4,2026-03-08T07:01:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,DeMonDAKAHOLI666,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLEiyYAG,2026-03-10T17:26:40.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,V8demon123,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHa5IYAS,2026-03-09T19:01:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Bigbobs42,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEOINYA4,2026-03-08T18:25:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ZKX Mamato,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC1BeYAK,2026-03-07T20:12:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,YUJA,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFKrLYAW,2026-03-09T03:26:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC8uZYAS,2026-03-07T21:38:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,phantanium,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKN6gYAG,2026-03-10T12:52:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,NFE-_-MARS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDS9VYAW,2026-03-08T08:23:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,kKRufcvxv4,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCbJkYAK,2026-03-08T02:08:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,SWATTEAMJD-TTV,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHagQYAS,2026-03-09T17:44:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Xi jinping,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHamzYAC,2026-03-09T19:03:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,FX_Miso2,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHaq2YAC,2026-03-09T17:24:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,IjtebouffelecuLI,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFcERYA0,2026-03-09T05:13:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,91BL,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uM6wLYAS,2026-03-10T22:20:41.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,BIG NEWS CHEATER YOU'RE A LOSER,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLvnxYAC,2026-03-10T21:27:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,No controller bcs Ive got balls.,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFKvpYAG,2026-03-09T01:55:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,伊峰けい_VT,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD7QFYA0,2026-03-08T05:47:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,unchigang1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBJs3YAG,2026-03-07T14:02:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,itsErkX,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1bEYAS,2026-03-09T09:53:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Wuskas,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDSBXYA4,2026-03-08T10:39:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Oiled Up Iron Mike,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDo5MYAS,2026-03-08T13:07:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,G1ngerGuy,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDSCoYAO,2026-03-08T09:58:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,XYU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDSD5YAO,2026-03-08T11:32:28.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,3193483655,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDGYKYA4,2026-03-08T07:55:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,WyyymxW,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDGYLYA4,2026-03-08T07:56:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,K-ON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uET8NYAW,2026-03-08T18:57:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Swely,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDGZrYAO,2026-03-08T07:28:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,終華,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHbR9YAK,2026-03-09T17:27:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,danieldeb012,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBd4JYAS,2026-03-07T16:49:40.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,[皇珈骑士]whoss,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHbURYA0,2026-03-09T18:15:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,msZRYgiRuj,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFKxRYAW,2026-03-09T01:55:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ThaSliimReaper,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1hgYAC,2026-03-09T11:23:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,lxxAXLxxl,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEDN4YAO,2026-03-08T17:22:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,正在偷吃电弧星,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKlk8YAC,2026-03-10T14:59:37.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,てめえで管理運営,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uETBhYAO,2026-03-08T19:48:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,考试没带笔，老师知道了给我笔还给我抄,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEzxrYAC,2026-03-08T23:39:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,vro,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBBuOYAW,2026-03-07T11:29:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Nucors Finest,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIl71YAC,2026-03-10T01:26:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,unti,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFKzFYAW,2026-03-09T04:04:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,2218346337,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHbuHYAS,2026-03-09T17:52:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,YouTube_Im_Boa,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG1mNYAS,2026-03-09T09:41:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,爹,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEKOhYAO,2026-03-08T19:05:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,asesino0929,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDGblYAG,2026-03-08T08:53:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ShrimpM4n,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK6sDYAS,2026-03-10T11:02:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,noaly_qed33,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBO2rYAG,2026-03-07T13:29:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,CHIBITONCHAN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE3KRYA0,2026-03-08T15:37:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,egao2525_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFcSwYAK,2026-03-09T05:04:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOSU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHcC9YAK,2026-03-09T18:53:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,MK7,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLEZFYA4,2026-03-10T17:44:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,lovers by choice,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD0wYYAS,2026-03-08T04:35:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Stupid Puppy Boy *Arf Arf*,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHcDcYAK,2026-03-09T18:00:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,STN_Morgan,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFcTDYA0,2026-03-09T06:21:29.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,sb_circlepants,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBACCYA4,2026-03-07T12:58:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,S0va,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK1G1YAK,2026-03-10T12:00:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,TinaJoh,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK1ENYA0,2026-03-10T12:27:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,キルムーブ@2募,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDoIKYA0,2026-03-08T13:37:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,UY00000000004,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCJ8RYAW,2026-03-07T23:26:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,E-GIRL_KILLED_YOU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFL7MYAW,2026-03-09T03:51:40.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,padのバンガはゴミ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uF04SYAS,2026-03-09T00:29:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,6XT,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHcomYAC,2026-03-09T19:05:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,NightRagez,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHcrxYAC,2026-03-09T18:42:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Skadi-orca420,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBdAuYAK,2026-03-07T16:20:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,a_seke_07,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIl6qYAC,2026-03-09T23:57:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,nipnipflipadip,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK19kYAC,2026-03-10T12:22:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,deadstar829,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uAyPUYA0,2026-03-07T10:25:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,mume070200,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHdL2YAK,2026-03-09T18:26:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Kabigoncha_001,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBvR0YAK,2026-03-07T18:46:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,閉嘴一群菜雞,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHdZaYAK,2026-03-09T19:36:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,BAF_Kriss,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDoN5YAK,2026-03-08T12:26:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,vfqyxk671480,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDSHrYAO,2026-03-08T10:33:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Nx007I,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
